ID#	1
Name	Methane
	Data Filename	Date Acquired	Sample Name	Sample Type	Level#	Ret. Time	Area	Conc.	Std. Conc.	Cal. Point	Accuracy[%]	Deviation
104	RPM20aug19_44.gcd	8/21/2019 6:38:52 AM	112	Unknown	0	5.904	51928121	45420.982	-----	-----	-----	-----
105	RPM20aug19_45.gcd	8/21/2019 7:09:29 AM	194	Unknown	0	6.035	52484	117.089	-----	-----	-----	-----
106	RPM20aug19_46.gcd	8/21/2019 7:40:09 AM	051	Unknown	0	6.024	72967	163.284	-----	-----	-----	-----
107	RPM20aug19_47.gcd	8/21/2019 8:10:47 AM	135	Unknown	0	6.056	3377	5.723	-----	-----	-----	-----
108	RPM20aug19_48.gcd	8/21/2019 8:41:26 AM	142	Unknown	0	6.039	46196	102.877	-----	-----	-----	-----
109	RPM20aug19_49.gcd	8/21/2019 9:12:02 AM	215	Unknown	0	6.049	5045	9.519	-----	-----	-----	-----
110	RPM20aug19_50.gcd	8/21/2019 9:42:41 AM	158	Unknown	0	6.042	14766	31.629	-----	-----	-----	-----
111	RPM20aug19_51.gcd	8/21/2019 10:13:19 AM	167	Unknown	0	6.062	3183	5.282	-----	-----	-----	-----
112	RPM20aug19_52.gcd	8/21/2019 10:43:58 AM	196	Unknown	0	6.043	10579	22.111	-----	-----	-----	-----
113	RPM20aug19_53.gcd	8/21/2019 11:14:37 AM	101	Unknown	0	6.041	298678	662.799	-----	-----	-----	-----
114	RPM20aug19_54.gcd	8/21/2019 11:45:17 AM	171	Unknown	0	6.056	3127	5.154	-----	-----	-----	-----
115	RPM20aug19_55.gcd	8/21/2019 12:15:58 PM	077	Unknown	0	6.079	1858	2.265	-----	-----	-----	-----
116	RPM20aug19_56.gcd	8/21/2019 12:46:36 PM	137	Unknown	0	6.045	11268	23.676	-----	-----	-----	-----
117	RPM20aug19_57.gcd	8/21/2019 1:17:16 PM	183	Unknown	0	5.989	15032208	20046.085	-----	-----	-----	-----
118	RPM20aug19_58.gcd	8/21/2019 1:47:54 PM	088	Unknown	0	6.029	27526	60.598	-----	-----	-----	-----
119	RPM20aug19_59.gcd	8/21/2019 2:18:35 PM	094	Unknown	0	6.028	36423	80.761	-----	-----	-----	-----
120	RPM20aug19_60.gcd	8/21/2019 2:49:16 PM	029	Unknown	0	6.032	1570819	3211.577	-----	-----	-----	-----
121	RPM20aug19_61.gcd	8/21/2019 3:19:58 PM	095	Unknown	0	6.028	47285	105.338	-----	-----	-----	-----
	Average					6.036	1432129	1637.899			102.9	58.158
	%RSD					0.389891	500.969510	403.193777			19.270039	204.267325
	Maximum					6.087	54278733	46680.043			146.8	474.615
	Minimum					5.899	1612	1.705			69.7	0.062
	Std. Dev.					0.023534	7174531.845700	6603.905974			19.833434	118.798752

