"Reservoir","Site","DateTime","Depth_m","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"BVR",50,2018-05-04 11:00:00,0.1,334.1,11.7,9,5,8,4.8,3.1,7.9,0.2765,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-04 11:00:00,3,240.1,9.2,11,6,9,4.6,3.3,7.8,0.256,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-04 11:00:00,6,275.5,10.8,49,9,12,4.2,3.5,7.7,0.3085,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-04 11:00:00,9,655.9,13.8,322,15,8,4.1,4.2,8.3,0.624,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-11 11:00:00,0.1,303.5,6.4,6,2,7,4.6,3.2,7.9,0.257,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-11 11:00:00,3,307.5,5.3,8,5,10,4.5,3.3,7.8,0.258,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-11 11:00:00,6,249.2,5.5,115,19,7,4,3.8,7.8,0.369,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-11 11:00:00,9,671.1,12.6,339,13,8,4.1,4.1,8.3,0.596,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-17 11:00:00,0.1,220.7,3.7,7,4,7,4.2,3,7.2,0.2395,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-17 11:00:00,3,276.8,7.8,11,3,9,4.3,3.5,7.8,0.2635,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-17 11:00:00,6,363.2,5.5,61,6,8,3.9,3.4,7.3,0.306,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-17 11:00:00,9,642.4,14.2,360,12,9,3.8,4.3,8.1,0.663,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-17 11:00:00,11,0,39,672,7,9,3.9,5.4,9.3,0.983,4,0,0,0,0,0,0,0,0
"BVR",50,2018-05-24 11:00:00,0.1,237.1,5.5,6,2,8,4.3,2.7,7,0.22,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-24 11:00:00,3,219.8,13.5,9,3,5,4,3,7,0.2715,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-24 11:00:00,6,304.2,6.1,101,11,8,3.8,3.6,7.4,0.3605,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-24 11:00:00,9,925.7,24.5,473,3,8,3.9,4.9,8.8,0.794,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-24 11:00:00,11,1021.9,20.4,661,2,8,4,4.8,8.9,0.991,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-31 11:00:00,0.1,326.5,8.7,6,2,7,4.5,2.8,7.3,0.244,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-31 11:00:00,3,283.4,5.4,10,2,8,4,2.9,6.9,0.2265,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-31 11:00:00,6,234.6,5.9,20,6,8,3.5,3.6,7.1,0.267,0,0,0,0,0,0,0,0,0
"BVR",50,2018-05-31 11:00:00,9,930.7,19.6,427,4,8,3.6,4.6,8.1,0.6525,0,0,0,3,0,0,0,0,0
"BVR",50,2018-05-31 11:00:00,11,0,20,796,5,11,4.4,4.9,9.4,1.034,4,0,0,0,0,0,0,0,0
"BVR",50,2018-06-07 11:00:00,0.1,234.9,7.6,5,4,7,4.8,3.1,8,0.263,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-07 11:00:00,3,245.8,6.8,9,5,7,4.7,3,7.7,0.3055,0,0,0,0,0,0,0,0,0
"BVR",50,2018-06-07 11:00:00,6,244.1,9.3,8,3,4,3.4,3.3,6.7,0.239,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-07 11:00:00,9,874.6,17.1,398,3,4,3.7,4.5,8.2,0.6355,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-07 11:00:00,11,0,22.6,1020,7,24,4.5,5.7,10.2,1.4295,4,0,0,0,0,0,0,0,0
"BVR",50,2018-06-14 11:00:00,0.1,349.7,73.1,6,2,8,4.3,2.9,7.3,0.2385,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-14 11:00:00,3,274.8,8,8,3,4,3.3,2.9,6.2,0.23,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-14 11:00:00,6,227.2,4.2,8,2,3,3.1,3.2,6.3,0.217,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-14 11:00:00,9,833.1,24.9,508,2,6,3.6,4.6,8.3,0.741,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-14 11:00:00,11,0,20,1020,4,19,4,5.4,9.4,1.327,4,0,0,3,0,0,0,0,0
"BVR",50,2018-06-21 11:00:00,0.1,334.1,13.3,11,6,8,4.9,2.9,7.7,0.295,0,0,0,0,0,0,0,0,0
"BVR",50,2018-06-21 11:00:00,3,290.1,7.2,2,4,5,4.7,3.3,7.9,0.2815,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-21 11:00:00,6,176.1,6.5,7,3,7,3.3,3.4,6.7,0.2495,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-21 11:00:00,9,1006.5,19.6,680,5,8,3.5,4.9,8.5,0.9565,0,0,0,0,0,0,0,0,0
"BVR",50,2018-06-21 11:00:00,11,1617.1,118.7,1600,11,46,4.2,6.1,10.3,1.979,0,0,0,0,0,0,0,0,0
"BVR",50,2018-06-28 11:00:00,0.1,429.7,5,4,4,4,4.9,2.7,7.6,0.2915,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-28 11:00:00,3,403.1,6.8,8,3,8,5,2.7,7.7,0.2935,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-28 11:00:00,6,376,21.1,23,7,6,3.1,3.8,6.9,0.2475,0,0,0,0,0,0,0,0,0
"BVR",50,2018-06-28 11:00:00,9,1593.4,16,999,3,19,2.9,5.5,8.4,1.158,0,0,0,3,0,0,0,0,0
"BVR",50,2018-06-28 11:00:00,11,0,26.6,1450,8,35,3.6,5.9,9.5,1.761,4,0,0,0,0,0,0,0,0
"BVR",50,2018-07-05 11:00:00,0.1,653.4,12,8,7,8,6.1,3,9.1,0.3805,0,0,0,0,0,0,0,0,0
"BVR",50,2018-07-05 11:00:00,3,483.3,10.3,8,3,8,4.8,3,7.7,0.296,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-05 11:00:00,6,338.1,16.9,3,2,3,3,3.5,6.5,0.192,0,0,0,3,3,0,0,0,0
"BVR",50,2018-07-05 11:00:00,9,894.1,17.4,757,3,11,3.5,5.1,8.6,1.049,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-05 11:00:00,10,0,35.4,1199,12,34,3.9,5.9,9.8,1.5455,4,0,0,0,0,0,0,0,0
"BVR",50,2018-07-12 11:00:00,0.1,912.5,10.1,7,3,7,7.2,2.7,9.9,0.601,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-12 11:00:00,3,617.5,13.1,15,77,6,7.1,2.9,9.9,0.5605,0,0,0,0,0,0,0,0,0
"BVR",50,2018-07-12 11:00:00,6,483.6,18.1,54,4,3,3.1,3.9,7.1,0.258,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-12 11:00:00,9,0,17.4,873,3,15,3.6,5.3,8.9,1.126,4,0,0,3,0,0,0,0,0
"BVR",50,2018-07-12 11:00:00,11,1534.2,20.4,1171,9,22,3.9,6,9.9,1.5465,0,0,0,0,0,0,0,0,0
"BVR",50,2018-07-19 11:00:00,0.1,800.4,10.8,9,5,6,8.5,2.8,11.3,0.605,0,0,0,0,0,0,0,0,0
"BVR",50,2018-07-19 11:00:00,3,526.3,11.1,59,4,4,5,3.3,8.2,0.436,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-19 11:00:00,6,446.9,17,45,3,4,3.6,3.9,7.5,0.2715,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-19 11:00:00,9,0,22.7,1401,10,30,3.8,6.2,10.1,1.6535,4,0,0,0,0,0,0,0,0
"BVR",50,2018-07-19 11:00:00,11,NA,NA,1254,17,29,3.4,5.5,9,1.4865,NA,NA,0,0,0,0,0,0,0
"BVR",50,2018-07-26 11:00:00,3,701.7,10.9,9,4,9,7.3,2.8,10.2,0.5485,0,0,0,3,0,0,0,0,0
"BVR",50,2018-07-26 11:00:00,6,489.1,20.4,17,2,3,2.7,3.4,6.1,0.196,0,0,0,3,3,0,0,0,0
"BVR",50,2018-07-26 11:00:00,9,0,23.7,1503,14,46,3.7,6.2,9.8,1.845,4,0,0,0,0,0,0,0,0
"BVR",50,2018-08-02 11:00:00,0.1,753.1,13.9,23,4,7,7.7,3.1,10.8,0.4655,0,0,0,3,0,0,0,0,0
"BVR",50,2018-08-02 11:00:00,3,710.3,4.2,42,4,3,6.6,3.3,9.9,0.415,0,0,0,3,0,0,0,0,0
"BVR",50,2018-08-02 11:00:00,6,423.1,22.8,35,2,4,3.1,4.1,7.2,0.1965,0,0,0,3,0,0,0,0,0
"BVR",50,2018-08-02 11:00:00,9,1197.1,21.6,1140,5,19,3.8,5.7,9.5,1.431,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-02 11:00:00,10,1887.1,38.8,815,5,17,2.8,3.2,6,0.972,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-09 11:00:00,0.1,868.1,20.4,11,4,7,7.7,3.2,11,0.4425,0,0,0,3,0,0,0,0,0
"BVR",50,2018-08-09 11:00:00,3,583.1,10.2,16,5,7,7.5,3,10.5,0.44,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-09 11:00:00,6,546.8,14.3,55,4,4,4.2,4.2,8.4,0.2645,0,0,0,3,0,0,0,0,0
"BVR",50,2018-08-09 11:00:00,9,1548.8,11.7,956,6,16,3.8,5.4,9.2,1.089,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-09 11:00:00,10,1998.8,16.6,1880,7,25,4,6.4,10.5,2.159,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-16 11:00:00,0.1,499.1,8.9,24,7,7,7.5,2.8,10.3,0.426,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-16 11:00:00,3,551.3,12.6,14,6,16,7.8,3.1,11,0.498,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-16 11:00:00,6,450.8,29.4,128,2,1,3.5,4.7,8.2,0.3085,0,0,0,3,3,0,0,0,0
"BVR",50,2018-08-16 11:00:00,9,1923.8,22.9,1460,14,38,4.1,5.7,9.8,1.7235,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-23 11:00:00,0.1,534.8,11.8,14,7,11,8,2.7,10.7,0.492,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-23 11:00:00,3,356.1,6.2,37,8,10,8.5,3.2,11.7,0.631,0,0,0,0,0,0,0,0,0
"BVR",50,2018-08-23 11:00:00,6,460.1,18.2,213,3,6,3,4.2,7.2,0.375,0,0,0,3,0,0,0,0,0
"BVR",50,2018-08-23 11:00:00,9,2637.1,37.5,1960,12,41,4.4,6.6,11,2.334,0,0,0,0,0,0,0,0,0
"BVR",50,2018-09-07 11:00:00,0.1,284.3,12.8,10,5,8,8.4,2.8,11.2,0.4405,0,0,0,0,0,0,0,0,0
"BVR",50,2018-09-07 11:00:00,6,566.1,26.9,170,10,5,9.4,5.3,14.7,0.46,0,0,0,0,0,0,0,0,0
"BVR",50,2018-09-07 11:00:00,9,1638.8,8.9,1340,5,15,3.8,6.1,9.9,1.6075,0,0,0,0,0,0,0,0,0
"BVR",50,2018-09-21 11:00:00,0.1,258.8,10.4,7,3,8,5.8,3.3,9.1,0.3185,0,0,0,3,0,0,0,0,0
"BVR",50,2018-09-21 11:00:00,3,105.1,3.5,9,3,8,5.6,3.1,8.7,0.342,0,0,0,3,0,0,0,0,0
"BVR",50,2018-09-21 11:00:00,6,0,0,314,3,14,2.1,5.4,7.5,0.492,4,4,0,3,0,0,0,0,0
"BVR",50,2018-09-21 11:00:00,9,1638.8,0,1740,10,68,4.2,6.5,10.7,2.2155,0,4,0,0,0,0,0,0,0
"BVR",50,2018-10-05 11:00:00,0.1,312.8,12.2,7,4,14,5.4,3.1,8.5,0.334,0,0,0,3,0,0,0,0,0
"BVR",50,2018-10-05 11:00:00,3,234.1,13.4,5,4,10,5.9,3.3,9.2,0.34,0,0,0,3,0,0,0,0,0
"BVR",50,2018-10-05 11:00:00,6,296.1,22.6,6,3,9,2.2,5.7,7.8,0.1745,0,0,0,3,0,0,0,0,0
"BVR",50,2018-10-05 11:00:00,9,1668.8,31.8,1600,7,47,3.7,6.5,10.2,1.8685,0,0,0,0,0,0,0,0,0
"BVR",50,2018-10-05 11:00:00,11,3123.8,41.4,3190,7,40,4.9,8.1,13.1,3.6825,0,0,0,0,0,0,0,0,0
"BVR",50,2018-10-19 11:00:00,0.1,307.1,10.8,0,4,8,4.8,3.3,8.1,0.2555,0,0,4,3,0,0,0,0,0
"BVR",50,2018-10-19 11:00:00,3,285.8,13.2,5,5,8,4.7,3.3,8,0.2605,0,0,0,0,0,0,0,0,0
"BVR",50,2018-10-19 11:00:00,6,266.3,3,8,3,7,4,3.4,7.4,0.2545,0,0,0,3,0,0,0,0,0
"BVR",50,2018-10-19 11:00:00,9,2163.8,6.4,2090,8,56,2.5,7.5,10,2.059,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-02 11:00:00,0.1,396.8,2,78,8,8,4.5,3.6,8.2,0.3435,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-02 11:00:00,3,416.3,19.3,81,7,8,4.6,3.7,8.4,0.3355,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-02 11:00:00,6,312.1,15.6,95,5,9,4.3,3.8,8.1,0.345,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-02 11:00:00,9,384.8,18.4,201,5,9,3.7,3.9,7.6,0.3665,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-02 11:00:00,11,4757.1,72.2,3960,10,62,3.9,10,14,4.866,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-16 11:00:00,0.1,363.8,2.2,113,10,11,4.1,3.5,7.7,0.3595,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-16 11:00:00,3,339.1,5.3,121,10,7,3.3,3.5,6.8,0.323,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-16 11:00:00,6,293.1,6,112,12,11,3.5,3.5,7,0.343,0,0,0,0,0,0,0,0,0
"BVR",50,2018-11-16 11:00:00,9,328.1,16.2,114,10,8,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
"BVR",50,2018-11-16 11:00:00,11,437.3,0,113,10,8,4.1,3.7,7.8,0.385,0,4,0,0,0,0,0,0,0
"BVR",50,2018-12-06 11:00:00,0.1,321.8,0,98,20,9,3.8,3.3,7.1,0.347,0,4,0,0,0,0,0,0,0
"BVR",50,2018-12-06 11:00:00,3,315.1,7.5,98,19,7,3.5,3.6,7.1,0.364,0,0,0,0,0,0,0,0,0
"BVR",50,2018-12-06 11:00:00,6,242.1,1.6,97,22,9,3.2,3.3,6.5,0.3,0,0,0,0,0,0,0,0,0
"BVR",50,2018-12-06 11:00:00,9,300.8,0,96,24,11,4.2,3.9,8.1,0.451,0,4,0,0,0,0,0,0,0
"BVR",50,2018-12-06 11:00:00,11,292.1,4.8,96,23,9,3.7,3.5,7.2,0.416,0,0,0,0,0,0,0,0,0
"CCR",50,2018-05-16 11:00:00,0.1,156.5,0.8,5,5,5,3,12.3,15.2,0.18,0,3,0,0,0,0,0,0,0
"CCR",50,2018-05-16 11:00:00,6,128.3,6.5,31,11,4,2.8,10.6,13.4,0.2345,0,0,0,0,0,0,0,0,0
"CCR",50,2018-05-16 11:00:00,12,366.3,4.8,41,50,4,2.5,13.4,15.9,0.273,0,0,0,0,0,0,0,0,0
"CCR",50,2018-05-30 11:00:00,0.1,233.4,0.6,6,1,0,3.5,10,13.5,0.171,0,3,0,3,4,0,0,0,0
"CCR",50,2018-05-30 11:00:00,6,207.5,5.1,10,2,5,3.1,11.4,14.5,0.19,0,0,0,3,0,0,0,0,0
"CCR",50,2018-05-30 11:00:00,12,215.6,5,13,64,5,2.3,13.1,15.5,0.2265,0,0,0,0,0,0,0,0,0
"CCR",50,2018-06-13 11:00:00,0.1,173.8,0,10,2,5,3.5,8.4,11.9,0.1895,0,4,0,3,0,0,0,0,0
"CCR",50,2018-06-13 11:00:00,6,257.1,5.5,14,4,2,2.3,10.9,13.2,0.188,0,0,0,3,3,0,0,0,0
"CCR",50,2018-06-13 11:00:00,12,237.1,1.6,13,70,3,2.2,14,16.3,0.2555,0,0,0,0,0,0,0,0,0
"CCR",50,2018-06-27 11:00:00,0.1,297.8,3.3,9,2,1,2.9,8.7,11.6,0.1735,0,0,0,3,3,0,0,0,0
"CCR",50,2018-06-27 11:00:00,6,192.9,1,23,1,1,2.7,11.2,13.9,0.207,0,3,0,3,3,0,0,0,0
"CCR",50,2018-06-27 11:00:00,12,292.6,0,13,70,4,2.1,12.8,14.9,0.2225,0,4,0,0,0,0,0,0,0
"CCR",50,2018-07-11 11:00:00,0.1,172.4,0,2,3,2,3.3,8.1,11.4,0.1665,0,4,0,3,3,0,0,0,0
"CCR",50,2018-07-11 11:00:00,6,248.7,13.3,9,2,2,3,11.4,14.4,0.1915,0,0,0,3,3,0,0,0,0
"CCR",50,2018-07-11 11:00:00,12,241.4,5.1,20,76,5,2.2,12.8,15,0.2545,0,0,0,0,0,0,0,0,0
"CCR",50,2018-07-25 11:00:00,0.1,158.1,0,6,4,1,2.8,6.5,9.3,0.155,0,4,0,3,3,0,0,0,0
"CCR",50,2018-07-25 11:00:00,6,229.6,1.4,7,4,1,2.7,10,12.7,0.1905,0,3,0,3,3,0,0,0,0
"CCR",50,2018-07-25 11:00:00,12,196.5,0,8,18,3,2.7,8.8,11.5,0.1915,0,4,0,0,0,0,0,0,0
"CCR",50,2018-08-08 11:00:00,0.1,185.1,0,5,1,2,3.4,8.2,11.6,0.16,0,4,0,3,3,0,0,0,0
"CCR",50,2018-08-08 11:00:00,6,194.3,3.5,10,3,1,3.9,9.3,13.2,0.216,0,0,0,3,3,0,0,0,0
"CCR",50,2018-08-08 11:00:00,12,299.3,0,34,80,1,2.9,12,14.9,0.2725,0,4,0,0,3,0,0,0,0
"CCR",50,2018-08-22 11:00:00,0.1,172.1,0,12,4,0,3.8,8.7,12.5,0.1805,0,4,0,3,3,0,0,0,0
"CCR",50,2018-08-22 11:00:00,6,236.3,14.3,4,3,2,3.5,10.5,14,0.183,0,0,0,3,3,0,0,0,0
"CCR",50,2018-08-22 11:00:00,12,261.8,8.8,19,94,3,2.8,13.3,16.1,0.297,0,0,0,0,3,0,0,0,0
"FCR",20,2018-05-07 11:00:00,0.1,192.9,3.1,8,4,8,3.2,3.8,7,0.1685,0,0,0,3,0,0,0,0,0
"FCR",20,2018-05-14 11:00:00,0.1,157.7,7.6,4,2,5,3.4,3.9,7.3,0.1945,0,0,0,3,0,0,0,0,0
"FCR",20,2018-05-21 11:00:00,0.1,191.4,19,8,5,10,3.9,3,6.9,0.1725,0,0,0,0,0,0,0,0,0
"FCR",20,2018-05-28 11:00:00,0.1,295.2,11.5,6,2,5,3.7,3.1,6.8,0.198,0,0,0,3,0,0,0,0,0
"FCR",20,2018-06-04 11:00:00,0.1,203.8,11.3,4,2,8,3.7,3.3,7,0.185,0,0,0,3,0,0,0,0,0
"FCR",20,2018-06-11 11:00:00,0.1,325,24.5,5,1,5,3.5,3.5,7,0.184,0,0,0,3,0,0,0,0,0
"FCR",20,2018-06-18 11:00:00,0.1,201.1,8.9,8,8,7,3.4,3.2,6.6,0.197,0,0,0,0,0,0,0,0,0
"FCR",20,2018-06-25 11:00:00,0.1,286.1,9.3,3,2,8,3.7,3.3,7.1,0.211,0,0,0,3,0,0,0,0,0
"FCR",20,2018-07-02 11:00:00,0.1,257,8.8,5,3,6,4.1,3.6,7.8,0.2925,0,0,0,3,0,0,0,0,0
"FCR",20,2018-07-09 11:00:00,0.1,270.2,17,5,2,6,4,3.6,7.6,0.225,0,0,0,3,0,0,0,0,0
"FCR",20,2018-07-16 11:00:00,0.1,336,13.9,7,7,9,4.5,3.9,8.3,0.2335,0,0,0,0,0,0,0,0,0
"FCR",20,2018-07-23 11:00:00,0.1,431.1,18.2,6,5,8,4.7,3.9,8.7,0.267,0,0,0,0,0,0,0,0,0
"FCR",20,2018-07-30 11:00:00,0.1,449.8,22.8,11,9,11,8.3,5.2,13.5,0.517,0,0,0,0,0,0,0,0,0
"FCR",20,2018-08-06 11:00:00,0.1,422.1,25.9,12,3,11,5.7,3.9,9.5,0.3315,0,0,0,3,0,0,0,0,0
"FCR",20,2018-08-13 11:00:00,0.1,322.1,9.9,11,3,8,5.4,4,9.4,0.277,0,0,0,3,0,0,0,0,0
"FCR",20,2018-08-20 11:00:00,0.1,464.3,8.7,12,2,10,5.2,4,9.3,0.2595,0,0,0,3,0,0,0,0,0
"FCR",20,2018-09-03 11:00:00,0.1,473.1,58.9,8,4,7,5.9,4.2,10.1,0.254,0,0,0,3,0,0,0,0,0
"FCR",20,2018-09-10 11:00:00,0.1,362.3,31,7,2,5,4.8,4.2,9,0.2115,0,0,0,3,0,0,0,0,0
"FCR",20,2018-09-17 11:00:00,0.1,291.1,23.1,12,3,7,4.7,4,8.7,0.2345,0,0,0,3,0,0,0,0,0
"FCR",30,2018-07-09 11:00:00,3.8,187.1,12.2,9,6,7,3.3,4.4,7.7,0.26,0,0,0,0,0,0,0,0,0
"FCR",30,2018-08-06 11:00:00,3.8,257.3,16.8,19,4,1,3.2,5.2,8.4,0.156,0,0,0,3,3,0,0,0,0
"FCR",45,2018-07-09 11:00:00,3.8,145.1,19.1,14,3,5,4.5,4.3,8.8,0.4035,0,0,0,3,0,0,0,0,0
"FCR",45,2018-08-06 11:00:00,3.8,194.3,0,6,1,5,2.4,2.5,4.8,0.107,0,4,0,3,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,0.1,140.2,0.6,8,6,7,5,6,11,0.1315,0,3,0,0,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,1.6,268.7,13.3,8,4,10,4.7,6,10.7,0.14,0,0,0,3,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,3.8,225.8,17.3,13,4,7,4.7,5.8,10.5,0.1035,0,0,0,3,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,5,212.9,17,7,3,8,4.7,5.8,10.5,0.111,0,0,0,3,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,6.2,219.4,17.6,7,3,7,4.6,6.1,10.8,0.1695,0,0,0,3,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,8,234.1,20.3,3,NA,7,4.5,5.9,10.4,0.118,0,0,0,NA,0,0,0,0,0
"FCR",50,2018-01-15 11:00:00,9,240.5,18.2,10,4,9,4.9,5.6,10.5,0.1235,0,0,0,3,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,0.1,208.2,16.1,8,7,8,3.6,4.4,8,0.209,0,0,0,0,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,1.6,247.6,5.2,7,4,10,3.5,4.2,7.8,0.206,0,0,0,3,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,3.8,218.4,14.9,9,16,11,3.6,4.8,8.4,0.266,0,0,0,0,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,5,235.2,7,7,3,8,3.5,4.4,8,0.211,0,0,0,3,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,6.2,214.7,18.2,7,10,7,3.4,4.4,7.8,0.195,0,0,0,0,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,8,277.1,9.8,8,8,10,3.7,4.4,8,0.238,0,0,0,0,0,0,0,0,0
"FCR",50,2018-02-19 11:00:00,9,256.9,19.4,8,26,11,3.6,4.6,8.2,0.249,0,0,0,0,0,0,0,0,0
"FCR",50,2018-03-19 11:00:00,1.6,232.3,16.1,8,3,9,3.8,4.3,8.1,0.241,0,0,0,3,0,0,0,0,0
"FCR",50,2018-03-19 11:00:00,3.8,218.4,16.4,7,5,7,3.8,4.5,8.3,0.251,0,0,0,0,0,0,0,0,0
"FCR",50,2018-03-19 11:00:00,6.2,201.7,16.4,6,4,10,3.5,4.5,8.1,0.188,0,0,0,3,0,0,0,0,0
"FCR",50,2018-03-19 11:00:00,8,208.2,14.2,6,2,9,3.5,4.2,7.8,0.2045,0,0,0,3,0,0,0,0,0
"FCR",50,2018-03-19 11:00:00,9,224,17,7,5,9,3.6,4.3,7.9,0.199,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,0.1,224.9,4,8,9,11,3.8,4.1,7.8,0.2095,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,1.6,231.3,15.5,12,9,11,3.8,4,7.9,0.243,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,3.8,241.4,6.2,7,6,9,3.5,4.3,7.8,0.221,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,5,224.9,8.3,8,17,7,3.5,4.4,7.9,0.2035,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,6.2,198,16.1,6,7,8,3.5,4.3,7.7,0.1975,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,8,229,5,9,7,11,3.5,4.4,7.9,0.2325,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-04 11:00:00,9,230.1,5.9,7,3,8,3.5,4.2,7.6,0.194,0,0,0,3,0,0,0,0,0
"FCR",50,2018-04-10 11:00:00,0.1,212.4,5.2,11,4,12,3.6,4.1,7.7,0.2175,0,0,0,3,0,0,0,0,0
"FCR",50,2018-04-10 11:00:00,5,213.8,12.4,10,5,8,3.4,4.2,7.7,0.218,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-10 11:00:00,9,212,17,15,11,9,3.4,4.2,7.6,0.2145,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,0.1,175.4,10.9,16,8,11,3.8,3.9,7.8,0.244,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,1.6,198.9,11.2,13,5,12,3.6,4,7.6,0.2125,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,3.8,223.8,6.1,10,3,9,3.4,4.2,7.6,0.2055,0,0,0,3,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,5,195.2,15.5,9,4,9,3.4,4.4,7.7,0.1945,0,0,0,3,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,6.2,213.8,14.2,10,4,7,3.3,4,7.3,0.174,0,0,0,3,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,8,240.4,7.3,13,5,8,3.3,4.1,7.4,0.2,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-23 11:00:00,9,235.2,5.7,23,13,9,3.4,4.2,7.7,0.251,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-30 11:00:00,0.1,154.2,0,14,8,9,3.6,3.7,7.3,0.2415,0,3,0,0,0,0,0,0,0
"FCR",50,2018-04-30 11:00:00,1.6,145,5.8,8,5,9,3.5,3.8,7.3,0.1845,0,0,0,0,0,0,0,0,0
"FCR",50,2018-04-30 11:00:00,3.8,176.6,0,11,4,10,3.5,3.8,7.3,0.1935,0,3,0,3,0,0,0,0,0
"FCR",50,2018-04-30 11:00:00,5,195.6,4.5,8,3,8,3.2,4,7.2,0.2035,0,0,0,3,0,0,0,0,0
