"","Reservoir","Site","DateTime","Depth_m","TP_ugL","TN_ugL","Flag_TP","Flag_TN","NH4_ugL","SRP_ugL","NO3NO2_ugL","Flag_NH4","Flag_SRP","Flag_NO3NO2","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"588","FCR","50","2019-11-08 12:00:00",8,28.8,522,"3","0",54,6,3,"0","0","0",4.9,4.2,9.2,0.3,0,0,0,"0"
"589","FCR","50","2019-11-08 12:00:00",9,39.5,546,"3","0",54,9,3,"0","0","0",4.7,4.2,8.9,0.4,0,0,0,"0"
"590","FCR","100.1","2019-11-08 12:00:00",0.1,123.5,690,"7, 3","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","FCR","100","2019-11-20 12:00:00",0.1,18.2,137,"3","3",8,18,3,"0","3","0",1.4,3.9,5.3,0.1,0,0,0,"0"
"592","FCR","50","2019-11-20 12:00:00",0.1,27.9,710,"3","0",7,8,3,"0","0","0",4.1,4.1,8.1,0.3,0,0,0,"0"
"593","FCR","50","2019-11-20 12:00:00",1.6,27.7,595.5,"3","0",2,6,3,"3","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"594","FCR","50","2019-11-20 12:00:00",3.8,36.3,503,"3","0",0,9,4,"3","0","0",4.1,4.1,8.2,0.3,0,0,0,"0"
"595","FCR","50","2019-11-20 12:00:00",5,32.3,533,"3","0",9,7,4,"0","0","0",3.6,4.1,7.6,0.2,0,0,0,"0"
"596","FCR","50","2019-11-20 12:00:00",6.2,30.5,437,"3","0",2,5,3,"3","0","0",4.5,4,8.5,0.3,0,0,0,"0"
"597","FCR","50","2019-11-20 12:00:00",8,32.7,426,"3","0",0,2,0,"4, 3","0","4, 3",4.1,4,8.2,0.3,0,0,0,"0"
"598","FCR","50","2019-11-20 12:00:00",9,32.9,534,"3","0",2,12,3,"3","3","0",5.7,4.1,9.7,0.6,0,0,0,"0"
"599","FCR","100.1","2019-11-20 12:00:00",0.1,80.2,279.5,"7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
