Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
BVR,50,2016-04-06 00:00:00,11,0.537076,0.124943,0.087328,0.013266,0,0,0,0
BVR,50,2016-05-19 00:00:00,0.1,0.160883,0.021375,0.024791,0.000628,0,0,0,0
BVR,50,2016-05-19 00:00:00,3,0.169344,0.024439,0.026038,0.00118,0,0,0,0
BVR,50,2016-05-19 00:00:00,6,0.170229,0.120876,0.031771,0.100465,0,0,0,0
BVR,50,2016-05-19 00:00:00,9,0.581188,0.017848,0.273821,0.000579,0,0,0,0
BVR,50,2016-05-19 00:00:00,11,2.419658,1.587424,0.484092,0.467567,0,0,0,0
BVR,50,2016-05-26 00:00:00,0.1,0.182,0.031,0.023,0.001,0,0,0,3
BVR,50,2016-05-26 00:00:00,3.0,0.173,0.033,0.011,0.001,0,0,0,3
BVR,50,2016-05-26 00:00:00,6.0,0.192,0.061,0.008,0.001,0,0,0,3
BVR,50,2016-05-26 00:00:00,9.0,2.01,0.659,2.32,0.86,0,0,0,0
BVR,50,2016-05-26 00:00:00,11.0,6.23,1.18,6.55,1.21,0,0,0,0
BVR,50,2016-05-29 00:00:00,0.1,0.144,0.021,0.004,0.001,0,0,3,3
BVR,50,2016-05-29 00:00:00,3.0,0.13,0.023,0.004,0.001,0,0,3,3
BVR,50,2016-05-29 00:00:00,6.0,0.132,0.058,0.004,0.001,0,0,3,3
BVR,50,2016-05-29 00:00:00,9.0,0.717,0.508,0.062,0.558,0,0,0,0
BVR,50,2016-05-29 00:00:00,11.0,5.599,1.161,5.681,1.199,0,0,0,0
BVR,50,2016-05-31 00:00:00,0.1,0.133,0.016,0.012,0.002,0,0,0,0
BVR,50,2016-05-31 00:00:00,3.0,0.14,0.021,0.007,0.001,0,0,0,3
BVR,50,2016-05-31 00:00:00,6.0,0.12,0.054,0.004,0.002,0,0,3,0
BVR,50,2016-05-31 00:00:00,9.0,0.27,0.302,0.004,0.281,0,0,3,0
BVR,50,2016-05-31 00:00:00,11.0,7.684,1.272,8.353,1.314,0,0,0,0
BVR,50,2016-06-02 00:00:00,0.1,0.172,0.019,0.012,0.002,0,0,0,0
BVR,50,2016-06-02 00:00:00,3.0,0.116,0.017,0.007,0.002,0,0,0,0
BVR,50,2016-06-02 00:00:00,6.0,0.116,0.061,0.004,0.001,0,0,3,3
BVR,50,2016-06-02 00:00:00,9.0,1.403,1.127,0.149,1.019,0,0,0,0
BVR,50,2016-06-02 00:00:00,11.0,5.66,1.388,5.619,1.397,0,0,0,0
BVR,50,2016-06-08 00:00:00,0.1,0.223,0.027,0.046,0.002,0,0,0,0
BVR,50,2016-06-08 00:00:00,3.0,0.227,0.026,0.019,0.002,0,0,0,0
BVR,50,2016-06-08 00:00:00,6.0,0.206,0.081,0.005,0.005,0,0,0,0
BVR,50,2016-06-08 00:00:00,9.0,1.654,1.001,0.704,0.856,0,0,0,0
BVR,50,2016-06-08 00:00:00,11.0,8.056,1.551,8.149,1.541,0,0,0,0
BVR,50,2016-06-16 00:00:00,0.1,0.202,0.017,0.083,0.007,0,0,0,0
BVR,50,2016-06-16 00:00:00,3.0,0.19,0.012,0.046,0.004,0,0,0,0
BVR,50,2016-06-16 00:00:00,6.0,0.132,0.018,0.004,0.014,0,0,3,0
BVR,50,2016-06-16 00:00:00,9.0,1.086,1.283,0.075,1.074,0,0,0,0
BVR,50,2016-06-16 00:00:00,11.0,9.967,1.827,9.741,1.827,0,0,0,0
BVR,50,2016-06-23 00:00:00,0.1,0.204,0.012,0.049,0.003,0,0,0,0
BVR,50,2016-06-23 00:00:00,3.0,0.218,0.015,0.081,0.003,0,0,0,0
BVR,50,2016-06-23 00:00:00,6.0,0.157,0.052,0.004,0.033,0,0,3,0
BVR,50,2016-06-23 00:00:00,9.0,0.317,0.603,0.138,1.215,0,0,0,0
BVR,50,2016-06-23 00:00:00,11.0,11.078,1.93,9.585,1.892,0,0,0,0
BVR,50,2016-06-26 00:00:00,0.1,0.246,0.014,0.065,0.003,0,0,0,0
BVR,50,2016-06-26 00:00:00,3.0,0.263,0.018,0.066,0.002,0,0,0,0
BVR,50,2016-06-26 00:00:00,6.0,0.182,0.079,0.004,0.056,0,0,3,0
BVR,50,2016-06-26 00:00:00,9.0,0.325,0.688,0.004,0.611,0,0,3,0
BVR,50,2016-06-26 00:00:00,11.0,8.542,1.945,5.844,1.802,0,0,0,0
BVR,50,2016-06-30 00:00:00,0.1,0.223,0.014,0.036,0.001,0,0,0,3
BVR,50,2016-06-30 00:00:00,3.0,0.277,0.014,0.049,0.001,0,0,0,3
BVR,50,2016-06-30 00:00:00,6.0,0.181,0.139,0.004,0.116,0,0,3,0
BVR,50,2016-06-30 00:00:00,9.0,2.754,2.219,3.018,2.279,0,0,0,0
BVR,50,2016-06-30 00:00:00,11.0,13.147,2.147,11.91,2.105,0,0,0,0
BVR,50,2016-07-07 00:00:00,0.1,0.334,0.021,0.083,0.001,0,0,0,3
BVR,50,2016-07-07 00:00:00,3.0,0.335,0.024,0.092,0.006,0,0,0,0
BVR,50,2016-07-07 00:00:00,6.0,0.291,0.062,0.012,0.025,0,0,0,0
BVR,50,2016-07-07 00:00:00,9.0,1.011,1.284,1.167,1.608,0,0,0,0
BVR,50,2016-07-07 00:00:00,11.0,14.483,2.457,12.701,2.37,0,0,0,0
BVR,50,2016-07-14 00:00:00,0.1,0.295,0.019,0.079,0.001,0,0,0,3
BVR,50,2016-07-14 00:00:00,3.0,0.295,0.022,0.065,0.004,0,0,0,0
BVR,50,2016-07-14 00:00:00,6.0,0.308,0.063,0.004,0.011,0,0,3,0
BVR,50,2016-07-14 00:00:00,9.0,2.8,1.814,2.972,1.955,0,0,0,0
BVR,50,2016-07-14 00:00:00,11.0,11.838,2.186,10.129,2.077,0,0,0,0
BVR,50,2016-07-21 00:00:00,0.1,0.381,0.029,0.116,0.003,0,0,0,0
BVR,50,2016-07-21 00:00:00,3.0,0.458,0.034,0.099,0.007,0,0,0,0
BVR,50,2016-07-21 00:00:00,6.0,0.369,0.124,0.009,0.068,0,0,0,0
BVR,50,2016-07-21 00:00:00,9.0,2.881,1.747,2.72,1.754,0,0,0,0
BVR,50,2016-07-21 00:00:00,11.0,12.323,2.384,12.199,2.368,0,0,0,0
BVR,50,2016-07-28 00:00:00,0.1,0.331,0.031,0.069,0.001,0,0,0,3
BVR,50,2016-07-28 00:00:00,3.0,0.365,0.034,0.078,0.003,0,0,0,0
BVR,50,2016-07-28 00:00:00,6.0,0.372,0.084,0.006,0.016,0,0,0,0
BVR,50,2016-07-28 00:00:00,9.0,2.967,1.331,2.97,1.48,0,0,0,0
BVR,50,2016-07-28 00:00:00,11.0,12.365,2.576,12.211,2.544,0,0,0,0
BVR,50,2016-08-11 00:00:00,0.1,0.416,0.025,0.131,0.001,0,0,0,3
BVR,50,2016-08-11 00:00:00,3.0,0.429,0.03,0.083,0.003,0,0,0,0
BVR,50,2016-08-11 00:00:00,6.0,0.521,0.195,0.009,0.034,0,0,0,0
BVR,50,2016-08-11 00:00:00,9.0,11.739,3.508,10.352,3.27,0,0,0,0
BVR,50,2016-08-11 00:00:00,11.0,23.81,3.654,23.304,3.619,0,0,0,0
BVR,50,2016-08-16 00:00:00,0.1,0.319,0.019,0.132,0.001,0,0,0,3
BVR,50,2016-08-16 00:00:00,3.0,0.405,0.027,0.147,0.001,0,0,0,3
BVR,50,2016-08-16 00:00:00,6.0,0.474,0.07,0.016,0.005,0,0,0,0
BVR,50,2016-08-16 00:00:00,9.0,6.641,2.872,6.041,2.888,0,0,0,0
BVR,50,2016-08-16 00:00:00,11.0,16.222,3.104,15.411,3.072,0,0,0,0
BVR,50,2016-08-23 00:00:00,0.1,0.398,0.021,0.12,0.001,0,0,0,3
BVR,50,2016-08-23 00:00:00,3.0,0.399,0.025,0.107,0.007,0,0,0,0
BVR,50,2016-08-23 00:00:00,6.0,0.248,0.03,0.004,0.006,0,0,3,0
BVR,50,2016-08-23 00:00:00,9.0,14.598,3.693,14.369,3.67,0,0,0,0
BVR,50,2016-08-23 00:00:00,11.0,22.854,3.708,22.55,3.692,0,0,0,0
BVR,50,2016-09-06 00:00:00,0.1,0.444,0.026,0.155,0.001,0,0,0,3
BVR,50,2016-09-06 00:00:00,3.0,0.443,0.028,0.117,0.001,0,0,0,3
BVR,50,2016-09-06 00:00:00,6.0,0.5,0.08,0.004,0.028,0,0,3,0
BVR,50,2016-09-06 00:00:00,9.0,9.891,3.451,9.586,3.457,0,0,0,0
BVR,50,2016-09-06 00:00:00,11.0,25.198,3.831,25.346,3.875,0,0,0,0
BVR,50,2016-09-27 00:00:00,0.1,0.482,0.036,0.149,0.005,0,0,0,0
BVR,50,2016-09-27 00:00:00,3.0,0.482,0.036,0.135,0.005,0,0,0,0
BVR,50,2016-09-27 00:00:00,6.0,0.741,0.368,0.065,0.354,0,0,0,0
BVR,50,2016-09-27 00:00:00,9.0,12.658,3.985,11.429,3.906,0,0,0,0
BVR,50,2016-09-27 00:00:00,11.0,25.726,4.03,26.363,3.995,0,0,0,0
BVR,50,2016-10-11 00:00:00,0.1,0.42,0.144,0.12,0.027,0,0,0,0
BVR,50,2016-10-11 00:00:00,3.0,0.419,0.146,0.11,0.027,0,0,0,0
BVR,50,2016-10-11 00:00:00,6.0,0.411,0.139,0.142,0.027,0,0,0,0
BVR,50,2016-10-11 00:00:00,9.0,5.301,1.876,5.161,1.859,0,0,0,0
BVR,50,2016-10-11 00:00:00,11.0,25.104,3.897,24.3,3.826,0,0,0,0
BVR,50,2016-10-25 00:00:00,0.1,0.992,0.279,0.189,0.262,0,0,0,0
BVR,50,2016-10-25 00:00:00,3.0,0.976,0.278,0.2,0.262,0,0,0,0
BVR,50,2016-10-25 00:00:00,6.0,1.014,0.283,0.209,0.263,0,0,0,0
BVR,50,2016-10-25 00:00:00,9.0,3.153,0.615,2.068,0.595,0,0,0,0
BVR,50,2016-10-25 00:00:00,11.0,29.408,3.676,28.95,3.686,0,0,0,0
BVR,50,2017-03-17 00:00:00,0.1,0.253,0.026,0.019,0.001,0,0,0,3
BVR,50,2017-03-17 00:00:00,3,0.239,0.022,0.032,0.001,0,0,0,3
BVR,50,2017-03-17 00:00:00,6,0.241,0.021,0.017,0.001,0,0,0,3
BVR,50,2017-03-17 00:00:00,9,0.264,0.021,0.043,0.001,0,0,0,3
BVR,50,2017-03-17 00:00:00,11,0.243,0.021,0.068,0.001,0,0,0,3
BVR,50,2017-04-10 00:00:00,0.1,0.182,0.029,0.033,0.001,0,0,0,3
BVR,50,2017-04-10 00:00:00,3,0.179,0.029,0.044,0.001,0,0,0,3
BVR,50,2017-04-10 00:00:00,6,0.192,0.033,0.036,0.001,0,0,0,3
BVR,50,2017-04-10 00:00:00,9,0.296,0.086,0.027,0.012,0,0,0,0
BVR,50,2017-04-10 00:00:00,11,0.439,0.168,0.034,0.051,0,0,0,0
BVR,50,2017-05-05 00:00:00,0.1,0.15,0.018,0.025,0.004,0,0,0,0
BVR,50,2017-05-05 00:00:00,3,0.239,0.021,0.027,0.004,0,0,0,0
BVR,50,2017-05-05 00:00:00,6,0.091,0.026,0.014,0.001,0,0,0,3
BVR,50,2017-05-05 00:00:00,9,0.114,0.118,0.011,0.067,0,0,0,0
BVR,50,2017-05-05 00:00:00,11,0.758,0.716,0.047,0.68,0,0,0,0
BVR,50,2017-05-10 00:00:00,0.1,0.213,0.022,0.015,0.001,0,0,0,3
BVR,50,2017-05-10 00:00:00,3,0.171,0.021,0.041,0.001,0,0,0,3
BVR,50,2017-05-10 00:00:00,6,0.12,0.049,0.024,0.001,0,0,0,3
BVR,50,2017-05-10 00:00:00,9,0.285,0.338,0.01,0.242,0,0,0,0
BVR,50,2017-05-10 00:00:00,11,0.976,0.819,0.36,0.819,0,0,0,0
BVR,50,2017-05-18 00:00:00,0.1,0.016,0.001,0.014,0.001,0,3,0,3
BVR,50,2017-05-18 00:00:00,3,0.011,0.001,0.019,0.002,0,3,0,0
BVR,50,2017-05-18 00:00:00,6,0.004,0.002,0.004,0.006,3,0,3,0
BVR,50,2017-05-18 00:00:00,9,0.323,0.043,0.492,1.323,0,0,0,0
BVR,50,2017-05-18 00:00:00,11,0.061,0.009,0.844,1.427,0,0,0,0
BVR,50,2017-05-25 00:00:00,0.1,0.211,0.031,0.044,0.002,0,0,0,0
BVR,50,2017-05-25 00:00:00,3,0.212,0.032,0.054,0.002,0,0,0,0
BVR,50,2017-05-25 00:00:00,6,0.15,0.095,0.013,0.059,0,0,0,0
BVR,50,2017-05-25 00:00:00,9,1.01,0.905,0.325,0.887,0,0,0,0
BVR,50,2017-05-25 00:00:00,11,6.29,1.573,5.882,1.542,0,0,0,0
BVR,50,2017-06-01 00:00:00,0.1,0.245,0.031,0.051,0.001,0,0,0,3
BVR,50,2017-06-01 00:00:00,3,0.241,0.027,0.054,0.001,0,0,0,3
BVR,50,2017-06-01 00:00:00,6,0.223,0.071,0.016,0.023,0,0,0,0
BVR,50,2017-06-01 00:00:00,9,5.431,1.581,4.349,1.356,0,0,0,0
BVR,50,2017-06-01 00:00:00,11,7.488,1.691,7.795,1.703,0,0,0,0
BVR,50,2017-06-05 00:00:00,0.1,0.327,0.034,0.069,0.001,0,0,0,3
BVR,50,2017-06-05 00:00:00,3,0.331,0.035,0.064,0.001,0,0,0,3
BVR,50,2017-06-05 00:00:00,6,0.213,0.266,0.006,0.187,0,0,0,0
BVR,50,2017-06-05 00:00:00,9,6.129,1.714,6.012,1.713,0,0,0,0
BVR,50,2017-06-05 00:00:00,11,6.384,1.549,6.236,1.544,0,0,0,0
BVR,50,2017-06-15 00:00:00,0.1,0.341,0.027,0.108,0.001,0,0,0,3
BVR,50,2017-06-15 00:00:00,3,0.317,0.026,0.089,0.001,0,0,0,3
BVR,50,2017-06-15 00:00:00,6,0.259,0.095,0.028,0.03,0,0,0,0
BVR,50,2017-06-15 00:00:00,9,7.475,1.782,6.886,1.717,0,0,0,0
BVR,50,2017-06-15 00:00:00,11,7.266,1.47,6.66,1.369,0,0,0,0
BVR,50,2017-06-22 00:00:00,0.1,0.469,0.035,0.169,0.001,0,0,0,3
BVR,50,2017-06-22 00:00:00,3,0.43,0.031,0.14,0.001,0,0,0,3
BVR,50,2017-06-22 00:00:00,6,0.39,0.23,0.018,0.154,0,0,0,0
BVR,50,2017-06-22 00:00:00,9,4.513,1.338,4.305,1.325,0,0,0,0
BVR,50,2017-06-22 00:00:00,11,8.681,1.647,8.75,1.67,0,0,0,0
BVR,50,2017-06-29 00:00:00,0.1,0.556,0.033,0.197,0.001,0,0,0,3
BVR,50,2017-06-29 00:00:00,3,0.561,0.039,0.143,0.002,0,0,0,0
BVR,50,2017-06-29 00:00:00,6,1.147,0.827,0.824,0.75,0,0,0,0
BVR,50,2017-06-29 00:00:00,9,7.056,1.557,6.71,1.541,0,0,0,0
BVR,50,2017-06-29 00:00:00,11,11.303,2.029,11.16,2.057,0,0,0,0
BVR,50,2017-07-08 00:00:00,0.1,0.671,0.038,0.295,0.005,0,0,0,0
BVR,50,2017-07-08 00:00:00,3,0.672,0.039,0.314,0.007,0,0,0,0
BVR,50,2017-07-08 00:00:00,6,0.804,0.744,0.333,0.734,0,0,0,0
BVR,50,2017-07-08 00:00:00,9,10.322,2.054,8.999,1.939,0,0,0,0
BVR,50,2017-07-08 00:00:00,11,14.356,2.171,14.356,2.171,0,0,0,0
BVR,50,2017-07-13 00:00:00,0.1,0.802,0.041,0.414,0.009,0,0,0,0
BVR,50,2017-07-13 00:00:00,3,0.841,0.065,0.321,0.032,0,0,0,0
BVR,50,2017-07-13 00:00:00,6,1.453,1.187,1.172,1.172,0,0,0,0
BVR,50,2017-07-13 00:00:00,9,11.937,2.175,11.317,2.128,0,0,0,0
BVR,50,2017-07-20 00:00:00,0.1,1.097,0.044,0.697,0.003,0,0,0,0
BVR,50,2017-07-20 00:00:00,3,0.922,0.14,0.342,0.092,0,0,0,0
BVR,50,2017-07-20 00:00:00,6,3.2,1.794,3.131,1.81,0,0,0,0
BVR,50,2017-07-20 00:00:00,9,13.742,2.292,14.195,2.335,0,0,0,0
BVR,50,2017-07-27 00:00:00,0.1,1.149,0.044,0.575,0.002,0,0,0,0
BVR,50,2017-07-27 00:00:00,3,0.986,0.368,0.187,0.431,0,0,0,0
BVR,50,2017-07-27 00:00:00,6,2.289,1.193,1.905,1.188,0,0,0,0
BVR,50,2017-07-27 00:00:00,9,12.576,2.265,12.767,2.282,0,0,0,0
BVR,50,2017-08-03 00:00:00,0.1,0.627,0.033,0.36,0.001,0,0,0,3
BVR,50,2017-08-03 00:00:00,3,0.654,0.045,0.295,0.003,0,0,0,0
BVR,50,2017-08-03 00:00:00,6,3.235,1.476,2.952,1.45,0,0,0,0
BVR,50,2017-08-03 00:00:00,9,14.912,2.429,15.094,2.454,0,0,0,0
BVR,50,2017-08-10 00:00:00,0.1,0.675,0.038,0.249,0.001,0,0,0,3
BVR,50,2017-08-10 00:00:00,3,0.678,0.15,0.116,0.077,0,0,0,0
BVR,50,2017-08-10 00:00:00,6,5.395,2.25,5.589,2.239,0,0,0,0
BVR,50,2017-08-10 00:00:00,9,15.337,2.477,13.575,2.359,0,0,0,0
BVR,50,2017-08-17 00:00:00,0.1,0.752,0.036,0.419,0.003,0,0,0,0
BVR,50,2017-08-17 00:00:00,3,0.76,0.058,0.169,0.006,0,0,0,0
BVR,50,2017-08-17 00:00:00,6,4.369,1.906,4.492,1.978,0,0,0,0
BVR,50,2017-08-17 00:00:00,9,16.933,2.594,16.304,2.54,0,0,0,0
BVR,50,2017-08-24 00:00:00,0.1,0.727,0.04,15.366,2.627,0,0,0,0
BVR,50,2017-08-24 00:00:00,3,5.829,2.435,5.483,2.486,0,0,0,0
BVR,50,2017-08-24 00:00:00,6,0.589,0.06,0.104,0.023,0,0,0,0
BVR,50,2017-08-24 00:00:00,9,14.776,2.612,0.298,0.001,0,0,0,3
BVR,50,2017-09-05 00:00:00,0.1,0.55,0.052,0.161,0.003,0,0,0,0
BVR,50,2017-09-05 00:00:00,3,0.564,0.078,0.123,0.003,0,0,0,0
BVR,50,2017-09-05 00:00:00,6,2.269,1.487,1.983,1.322,0,0,0,0
BVR,50,2017-09-05 00:00:00,9,14.879,2.309,16.25,2.382,0,0,0,0
BVR,50,2017-09-19 00:00:00,0.1,0.586,0.089,0.223,0.002,0,0,0,0
BVR,50,2017-09-19 00:00:00,3,0.556,0.105,0.084,0.007,0,0,0,0
BVR,50,2017-09-19 00:00:00,6,4.128,1.407,3.911,1.562,0,0,0,0
BVR,50,2017-09-19 00:00:00,9,21.711,2.671,23.045,2.706,0,0,0,0
BVR,50,2017-10-03 00:00:00,0.1,0.57,0.06,0.116,0.001,0,0,0,3
BVR,50,2017-10-03 00:00:00,3,0.505,0.057,0.051,0.007,0,0,0,0
BVR,50,2017-10-03 00:00:00,6,8.166,2.226,8.005,2.227,0,0,0,0
BVR,50,2017-10-03 00:00:00,9,26.022,2.799,24.397,2.749,0,0,0,0
BVR,50,2017-10-17 00:00:00,0.1,0.516,0.103,0.05,0.008,0,0,0,0
BVR,50,2017-10-17 00:00:00,3,0.529,0.111,0.055,0.014,0,0,0,0
BVR,50,2017-10-17 00:00:00,6,5.565,1.91,5.753,1.983,0,0,0,0
BVR,50,2017-10-17 00:00:00,9,26.442,2.832,26.781,2.852,0,0,0,0
BVR,50,2017-11-07 00:00:00,0.1,2.995,0.652,0.114,0.569,0,0,0,0
BVR,50,2017-11-07 00:00:00,3,2.941,0.646,0.222,0.569,0,0,0,0
BVR,50,2017-11-07 00:00:00,6,2.955,0.653,0.211,0.572,0,0,0,0
BVR,50,2017-11-07 00:00:00,9,3.293,0.716,0.178,0.665,0,0,0,0
FCR,50,2017-02-27 00:00:00,0.1,0.398,0.021,0.125,0.005,0,0,0,0
FCR,50,2017-02-27 00:00:00,1.6,0.404,0.027,0.116,0.012,0,0,0,0
FCR,50,2017-02-27 00:00:00,3.8,0.355,0.015,0.091,0.002,0,0,0,0
FCR,50,2017-02-27 00:00:00,5,0.371,0.017,0.068,0.002,0,0,0,0
FCR,50,2017-02-27 00:00:00,6.2,0.371,0.012,0.101,0.001,0,0,0,3
FCR,50,2017-02-27 00:00:00,8,0.362,0.013,0.124,0.001,0,0,0,3
FCR,50,2017-02-27 00:00:00,9,0.359,0.014,0.082,0.001,0,0,0,3
FCR,50,2017-03-13 00:00:00,0.1,0.411,0.019,0.062,0.012,0,0,0,0
FCR,50,2017-03-13 00:00:00,1.6,0.409,0.019,0.067,0.011,0,0,0,0
FCR,50,2017-03-13 00:00:00,3.8,0.412,0.019,0.061,0.011,0,0,0,0
FCR,50,2017-03-13 00:00:00,5,0.409,0.021,0.054,0.011,0,0,0,0
FCR,50,2017-03-13 00:00:00,6.2,0.409,0.019,0.097,0.011,0,0,0,0
FCR,50,2017-03-13 00:00:00,8,0.426,0.026,0.069,0.012,0,0,0,0
FCR,50,2017-03-13 00:00:00,9,0.423,0.023,0.047,0.013,0,0,0,0
FCR,50,2017-03-27 00:00:00,0.1,0.421,0.017,0.069,0.007,0,0,0,0
FCR,50,2017-03-27 00:00:00,1.6,,,0.102,0.007,1,1,0,0
FCR,50,2017-03-27 00:00:00,3.8,0.407,0.015,0.101,0.006,0,0,0,0
FCR,50,2017-03-27 00:00:00,5,0.432,0.015,0.064,0.005,0,0,0,0
FCR,50,2017-03-27 00:00:00,6.2,0.411,0.015,0.069,0.005,0,0,0,0
FCR,50,2017-03-27 00:00:00,8,0.421,0.016,0.057,0.004,0,0,0,0
FCR,50,2017-03-27 00:00:00,9,0.431,0.019,0.085,0.006,0,0,0,0
FCR,50,2017-04-10 00:00:00,0.1,0.471,0.016,0.057,0.004,0,0,0,0
FCR,50,2017-04-10 00:00:00,1.6,0.427,0.016,0.065,0.003,0,0,0,0
FCR,50,2017-04-10 00:00:00,3.8,0.438,0.017,0.052,0.002,0,0,0,0
FCR,50,2017-04-10 00:00:00,5,0.411,0.016,0.025,0.001,0,0,0,3
FCR,50,2017-04-10 00:00:00,6.2,0.401,0.018,0.041,0.004,0,0,0,0
FCR,50,2017-04-10 00:00:00,8,0.429,0.022,0.036,0.004,0,0,0,0
FCR,50,2017-04-10 00:00:00,9,0.426,0.022,0.025,0.005,0,0,0,0
FCR,50,2017-04-24 00:00:00,0.1,0.413,0.022,0.145,0.001,0,0,0,3
FCR,50,2017-04-24 00:00:00,1.6,0.419,0.022,0.129,0.001,0,0,0,3
FCR,50,2017-04-24 00:00:00,3.8,0.397,0.016,0.104,0.001,0,0,0,3
FCR,50,2017-04-24 00:00:00,5,0.398,0.019,0.052,0.001,0,0,0,3
FCR,50,2017-04-24 00:00:00,6.2,0.439,0.049,0.049,0.021,0,0,0,0
FCR,50,2017-04-24 00:00:00,8,0.443,0.05,0.034,0.022,0,0,0,0
FCR,50,2017-04-24 00:00:00,9,0.451,0.056,0.048,0.026,0,0,0,0
FCR,50,2017-05-05 00:00:00,0.1,0.321,0.016,0.076,0.003,0,0,0,0
FCR,50,2017-05-05 00:00:00,1.6,0.416,0.019,0.096,0.004,0,0,0,0
FCR,50,2017-05-05 00:00:00,3.8,0.395,0.016,0.084,0.002,0,0,0,0
FCR,50,2017-05-05 00:00:00,5,0.377,0.023,0.041,0.001,0,0,0,3
FCR,50,2017-05-05 00:00:00,6.2,0.378,0.043,0.032,0.002,0,0,0,0
FCR,50,2017-05-05 00:00:00,8,0.448,0.064,0.03,0.003,0,0,0,0
FCR,50,2017-05-05 00:00:00,9,0.398,0.054,0.048,0.003,0,0,0,0
FCR,50,2017-05-08 00:00:00,0.1,0.437,0.018,0.131,0.006,0,0,0,0
FCR,50,2017-05-08 00:00:00,1.6,0.427,0.019,0.13,0.005,0,0,0,0
FCR,50,2017-05-08 00:00:00,3.8,0.369,0.014,0.101,0.003,0,0,0,0
FCR,50,2017-05-08 00:00:00,5,0.389,0.022,0.349,0.031,0,0,0,0
FCR,50,2017-05-08 00:00:00,6.2,0.072,0.003,0.035,0.003,0,0,0,0
FCR,50,2017-05-08 00:00:00,8,0.366,0.049,0.038,0.003,0,0,0,0
FCR,50,2017-05-08 00:00:00,9,0.371,0.049,0.021,0.003,0,0,0,0
FCR,50,2017-05-15 00:00:00,0.1,0.309,0.023,0.068,0.006,0,0,0,0
FCR,50,2017-05-15 00:00:00,1.6,0.307,0.018,0.05,0.004,0,0,0,0
FCR,50,2017-05-15 00:00:00,3.8,0.34,0.021,0.061,0.003,0,0,0,0
FCR,50,2017-05-15 00:00:00,5,0.306,0.056,0.023,0.006,0,0,0,0
FCR,50,2017-05-15 00:00:00,6.2,0.33,0.04,0.016,0.006,0,0,0,0
FCR,50,2017-05-15 00:00:00,8,0.303,0.067,0.013,0.012,0,0,0,0
FCR,50,2017-05-15 00:00:00,9,0.304,0.067,0.021,0.011,0,0,0,0
FCR,50,2017-05-22 00:00:00,0.1,0.404,0.026,0.116,0.018,0,0,0,0
FCR,50,2017-05-22 00:00:00,1.6,0.402,0.021,0.096,0.013,0,0,0,0
FCR,50,2017-05-22 00:00:00,3.8,0.292,0.036,0.043,0.008,0,0,0,0
FCR,50,2017-05-22 00:00:00,5,0.283,0.093,0.011,0.031,0,0,0,0
FCR,50,2017-05-22 00:00:00,6.2,0.278,0.093,0.014,0.03,0,0,0,0
FCR,50,2017-05-22 00:00:00,8,0.369,0.04,0.069,0.016,0,0,0,0
FCR,50,2017-05-22 00:00:00,9,0.333,0.11,0.018,0.031,0,0,0,0
FCR,50,2017-05-29 00:00:00,0.1,0.463,0.027,0.129,0.012,0,0,0,0
FCR,50,2017-05-29 00:00:00,1.6,0.466,0.025,0.111,0.004,0,0,0,0
FCR,50,2017-05-29 00:00:00,3.8,0.446,0.026,0.077,0.008,0,0,0,0
FCR,50,2017-05-29 00:00:00,5,0.271,0.105,0.025,0.046,0,0,0,0
FCR,50,2017-05-29 00:00:00,6.2,0.282,0.108,0.017,0.047,0,0,0,0
FCR,50,2017-05-29 00:00:00,8,0.294,0.104,0.018,0.045,0,0,0,0
FCR,50,2017-05-29 00:00:00,9,0.299,0.102,0.036,0.042,0,0,0,0
FCR,50,2017-06-05 00:00:00,0.1,0.33,0.02,0.097,0.002,0,0,0,0
FCR,50,2017-06-05 00:00:00,1.6,0.349,0.021,0.114,0.002,0,0,0,0
FCR,50,2017-06-05 00:00:00,3.8,0.338,0.027,0.064,0.003,0,0,0,0
FCR,50,2017-06-05 00:00:00,5,0.417,0.048,0.118,0.017,0,0,0,0
FCR,50,2017-06-05 00:00:00,6.2,0.431,0.138,0.072,0.088,0,0,0,0
FCR,50,2017-06-05 00:00:00,8,0.427,0.175,0.08,0.11,0,0,0,0
FCR,50,2017-06-05 00:00:00,9,0.427,0.184,0.043,0.123,0,0,0,0
FCR,50,2017-06-12 00:00:00,0.1,0.305,0.017,0.129,0.006,0,0,0,0
FCR,50,2017-06-12 00:00:00,1.6,0.311,0.013,0.079,0.002,0,0,0,0
FCR,50,2017-06-12 00:00:00,3.8,0.412,0.028,0.071,0.006,0,0,0,0
FCR,50,2017-06-12 00:00:00,5,0.473,0.154,0.116,0.104,0,0,0,0
FCR,50,2017-06-12 00:00:00,6.2,0.487,0.233,0.096,0.177,0,0,0,0
FCR,50,2017-06-12 00:00:00,8,0.452,0.273,0.067,0.228,0,0,0,0
FCR,50,2017-06-12 00:00:00,9,0.457,0.295,0.032,0.257,0,0,0,0
FCR,50,2017-06-19 00:00:00,0.1,0.288,0.015,0.102,0.002,0,0,0,0
FCR,50,2017-06-19 00:00:00,1.6,0.297,0.014,0.119,0.002,0,0,0,0
FCR,50,2017-06-19 00:00:00,3.8,0.443,0.025,0.114,0.009,0,0,0,0
