Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
FCR,50,2018-05-23 00:00:00,9.8,4.093,0.34,0.17,0.021,0,0,0,0
FCR,50,2018-05-28 00:00:00,0.1,0.358,0.016,0.164,0.014,0,0,0,0
FCR,50,2018-05-28 00:00:00,1.6,0.342,0.014,0.157,0.003,0,0,0,0
FCR,50,2018-05-28 00:00:00,3.8,0.374,0.02,0.168,0.004,0,0,0,0
FCR,50,2018-05-28 00:00:00,5,0.471,0.171,0.184,0.132,0,0,0,0
FCR,50,2018-05-28 00:00:00,6.2,0.454,0.175,0.16,0.133,0,0,0,0
FCR,50,2018-05-28 00:00:00,8,0.471,0.243,0.188,0.201,0,0,0,0
FCR,50,2018-05-28 00:00:00,9,0.53,0.289,0.197,0.229,0,0,0,0
FCR,50,2018-05-28 00:00:00,9.8,0.465,0.138,0.199,0.129,0,0,0,0
FCR,50,2018-06-04 00:00:00,0.1,0.433,0.016,0.251,0.01,0,0,0,0
FCR,50,2018-06-04 00:00:00,1.6,0.432,0.012,0.257,0.006,0,0,0,0
FCR,50,2018-06-04 00:00:00,3.8,0.461,0.026,0.209,0.005,0,0,0,0
FCR,50,2018-06-04 00:00:00,5,0.486,0.079,0.211,0.064,0,0,0,0
FCR,50,2018-06-04 00:00:00,6.2,0.555,0.265,0.199,0.213,0,0,0,0
FCR,50,2018-06-04 00:00:00,8,0.618,0.281,0.182,0.215,0,0,0,0
FCR,50,2018-06-04 00:00:00,9,0.619,0.378,0.191,0.249,0,0,0,0
FCR,50,2018-06-04 00:00:00,9.8,0.58,0.328,0.209,0.246,0,0,0,0
FCR,50,2018-06-11 00:00:00,0.1,0.444,0.017,0.255,0.007,0,0,0,0
FCR,50,2018-06-11 00:00:00,1.6,0.43,0.013,0.259,0.003,0,0,0,0
FCR,50,2018-06-11 00:00:00,3.8,0.394,0.016,0.195,0.005,0,0,0,0
FCR,50,2018-06-11 00:00:00,5,0.607,0.252,0.21,0.179,0,0,0,0
FCR,50,2018-06-11 00:00:00,6.2,0.695,0.4,0.2,0.295,0,0,0,0
FCR,50,2018-06-11 00:00:00,8,0.692,0.42,0.206,0.33,0,0,0,0
FCR,50,2018-06-11 00:00:00,9,0.733,0.448,0.194,0.339,0,0,0,0
FCR,50,2018-06-11 00:00:00,9.5,4.437,0.829,0.294,0.647,0,0,0,0
FCR,50,2018-06-18 00:00:00,0.1,0.458,0.016,0.303,0.007,0,0,0,0
FCR,50,2018-06-18 00:00:00,1.6,0.454,0.013,0.301,0.003,0,0,0,0
FCR,50,2018-06-18 00:00:00,3.8,0.486,0.028,0.214,0.01,0,0,0,0
FCR,50,2018-06-18 00:00:00,5,0.629,0.222,0.241,0.165,0,0,0,0
FCR,50,2018-06-18 00:00:00,6.2,0.901,0.554,0.246,0.438,0,0,0,0
FCR,50,2018-06-18 00:00:00,8,1.305,0.595,0.232,0.487,0,0,0,0
FCR,50,2018-06-18 00:00:00,9,0.878,0.519,0.282,0.403,0,0,0,0
FCR,50,2018-06-18 00:00:00,9.5,0.938,0.577,0.276,0.447,0,0,0,0
FCR,50,2018-06-25 00:00:00,0.1,0.501,0.029,0.322,0.01,0,0,0,0
FCR,50,2018-06-25 00:00:00,1.6,0.499,0.026,0.317,0.004,0,0,0,0
FCR,50,2018-06-25 00:00:00,3.8,0.435,0.021,0.197,0.005,0,0,0,0
FCR,50,2018-06-25 00:00:00,5,0.804,0.364,0.237,0.274,0,0,0,0
FCR,50,2018-06-25 00:00:00,6.2,1.001,0.553,0.312,0.446,0,0,0,0
FCR,50,2018-06-25 00:00:00,8,1.091,0.659,0.344,0.53,0,0,0,0
FCR,50,2018-06-25 00:00:00,9,1.559,0.75,0.205,0.53,0,0,0,0
FCR,50,2018-06-25 00:00:00,9.5,1.125,0.682,0.273,0.552,0,0,0,0
FCR,100,2018-05-07 00:00:00,0.1,0.747497,0.04603,0.283247,0.002125,0,0,0,0
FCR,50,2018-07-02 00:00:00,0.1,0.515,0.039,0.343,0.014,0,0,0,0
FCR,50,2018-07-02 00:00:00,1.6,0.504,0.033,0.262,0.007,0,0,0,0
FCR,50,2018-07-02 00:00:00,3.8,0.454,0.065,0.121,0.036,0,0,0,0
FCR,50,2018-07-02 00:00:00,5,1.096,0.566,0.324,0.47,0,0,0,0
FCR,50,2018-07-02 00:00:00,6.2,1.132,0.589,0.186,0.481,0,0,0,0
FCR,50,2018-07-02 00:00:00,8,2.324,1.202,0.168,0.671,0,0,0,0
FCR,50,2018-07-02 00:00:00,9,1.403,0.804,0.282,0.667,0,0,0,0
FCR,50,2018-07-02 00:00:00,9.5,1.893,0.933,0.147,0.732,0,0,0,0
FCR,100,2018-05-14 00:00:00,0.1,0.686566,0.051995,,,0,0,1,1
FCR,50,2018-07-09 00:00:00,0.1,0.555,0.028,0.263,0.006,0,0,0,0
FCR,50,2018-07-09 00:00:00,1.6,0.55,0.028,0.32,0.005,0,0,0,0
FCR,50,2018-07-09 00:00:00,3.8,0.408,0.033,0.108,0.014,0,0,0,0
FCR,50,2018-07-09 00:00:00,5,0.747,0.267,0.181,0.22,0,0,0,0
FCR,50,2018-07-09 00:00:00,6.2,1.259,0.595,0.248,0.509,0,0,0,0
FCR,50,2018-07-09 00:00:00,8,1.856,0.962,0.215,0.818,0,0,0,0
FCR,50,2018-07-09 00:00:00,9,1.681,0.857,0.062,0.718,0,0,0,0
FCR,50,2018-07-09 00:00:00,9.5,1.906,0.958,0.378,0.831,0,0,0,0
FCR,100,2018-05-21 00:00:00,0.1,0.741588,0.057929,,,0,0,1,1
FCR,50,2018-07-16 00:00:00,0.1,0.507,0.022,0.317,0.003,0,0,0,0
FCR,50,2018-07-16 00:00:00,1.6,0.532,0.023,0.305,0.002,0,0,0,0
FCR,50,2018-07-16 00:00:00,3.8,0.408,0.04,0.095,0.022,0,0,0,0
FCR,50,2018-07-16 00:00:00,5,1.694,0.717,0.514,0.665,0,0,0,0
FCR,50,2018-07-16 00:00:00,6.2,2.483,1.113,0.596,0.98,0,0,0,0
FCR,50,2018-07-16 00:00:00,8,2.502,1.12,0.683,0.985,0,0,0,0
FCR,50,2018-07-16 00:00:00,9,2.499,1.105,0.6,0.971,0,0,0,0
FCR,100,2018-06-04 00:00:00,0.1,0.74525,0.064049,,,0,0,1,1
FCR,50,2018-07-30 00:00:00,0.1,0.716,0.027,0.392,0.003,0,0,0,0
FCR,50,2018-07-30 00:00:00,1.6,0.74,0.026,0.366,0.003,0,0,0,0
FCR,50,2018-07-30 00:00:00,3.8,0.512,0.065,0.094,0.024,0,0,0,0
FCR,50,2018-07-30 00:00:00,5,2.405,0.848,0.337,0.715,0,0,0,0
FCR,50,2018-07-30 00:00:00,6.2,3.004,1.134,0.215,0.945,0,0,0,0
FCR,50,2018-07-30 00:00:00,8,3.288,1.208,0.381,1.012,0,0,0,0
FCR,50,2018-07-30 00:00:00,9,3.521,1.311,0.225,1.112,0,0,0,0
FCR,50,2018-07-30 00:00:00,9.5,3.791,1.369,0.366,1.108,0,0,0,0
FCR,100,2018-06-11 00:00:00,0.1,0.341015,0.035783,,,0,0,1,1
FCR,50,2018-08-06 00:00:00,0.1,0.632,0.023,0.416,0.015,0,0,0,0
FCR,50,2018-08-06 00:00:00,1.6,0.647,0.021,0.423,0.01,0,0,0,0
FCR,50,2018-08-06 00:00:00,3.8,0.768,0.066,0.255,0.047,0,0,0,0
FCR,50,2018-08-06 00:00:00,5,3.837,1.446,0.401,1.466,0,0,0,0
FCR,50,2018-08-06 00:00:00,6.2,2.916,1.059,0.393,0.97,0,0,0,0
FCR,50,2018-08-06 00:00:00,8,4.773,1.558,0.505,1.463,0,0,0,0
FCR,50,2018-08-06 00:00:00,9,8.27,2.496,3.987,2.582,0,0,0,0
FCR,100,2018-06-18 00:00:00,0.1,1.52267,0.124802,,,0,0,1,1
FCR,50,2018-08-13 00:00:00,0.1,0.376,0.017,0.175,0.006,0,0,0,0
FCR,50,2018-08-13 00:00:00,1.6,0.395,0.015,0.172,0.002,0,0,0,0
FCR,50,2018-08-13 00:00:00,3.8,2.129,0.681,0.037,0.665,0,0,0,0
FCR,50,2018-08-13 00:00:00,5,3.43,1.139,0.067,1.099,0,0,0,0
FCR,50,2018-08-13 00:00:00,6.2,4.956,1.526,0.095,1.47,0,0,0,0
FCR,50,2018-08-13 00:00:00,8,5.105,1.513,0.166,1.511,0,0,0,0
FCR,50,2018-08-13 00:00:00,9,5.212,1.516,0.155,1.499,0,0,0,0
FCR,50,2018-08-13 00:00:00,9.5,4.828,1.473,0.117,1.433,0,0,0,0
FCR,100,2018-06-25 00:00:00,0.1,0.569,0.062,0.152,0.003,0,0,0,0
FCR,50,2018-08-20 00:00:00,0.1,0.349,0.026,0.108,0.012,0,0,0,0
FCR,50,2018-08-20 00:00:00,1.6,0.307,0.022,0.126,0.003,0,0,0,0
FCR,50,2018-08-20 00:00:00,3.8,0.438,0.14,0.042,0.093,0,0,0,0
FCR,50,2018-08-20 00:00:00,5,2.522,1.105,0.073,1.044,0,0,0,0
FCR,50,2018-08-20 00:00:00,6.2,4.663,1.498,0.345,1.482,0,0,0,0
FCR,50,2018-08-20 00:00:00,8,7.24,1.749,3.353,1.763,0,0,0,0
FCR,50,2018-08-20 00:00:00,9,12.066,1.942,10.006,1.985,0,0,0,0
FCR,50,2018-08-27 00:00:00,0.1,0.445,0.025,0.15,0.004,0,0,0,0
FCR,50,2018-08-27 00:00:00,1.6,0.357,0.024,0.14,0.001,0,0,0,3
FCR,50,2018-08-27 00:00:00,3.8,0.745,0.41,0.119,0.383,0,0,0,0
FCR,50,2018-08-27 00:00:00,5,2.171,0.793,0.534,0.786,0,0,0,0
FCR,50,2018-08-27 00:00:00,6.2,3.51,1.185,1.096,1.077,0,0,0,0
FCR,50,2018-08-27 00:00:00,8,14.509,1.861,13.661,1.83,0,0,0,0
FCR,50,2018-08-27 00:00:00,9,30.865,2.651,30.136,2.636,0,0,0,0
FCR,100,2018-07-02 00:00:00,0.1,0.286,0.038,0.063,0.004,0,0,0,0
FCR,50,2018-09-03 00:00:00,0.1,0.408,0.041,0.169,0.007,0,0,0,0
FCR,50,2018-09-03 00:00:00,1.6,0.404,0.044,0.163,0.009,0,0,0,0
FCR,50,2018-09-03 00:00:00,3.8,0.473,0.186,0.107,0.151,0,0,0,0
FCR,50,2018-09-03 00:00:00,5,2.896,0.858,1.647,0.853,0,0,0,0
FCR,50,2018-09-03 00:00:00,6.2,6.331,1.103,5.03,1.085,0,0,0,0
FCR,50,2018-09-03 00:00:00,8,9.48,1.528,7.753,1.581,0,0,0,0
FCR,50,2018-09-03 00:00:00,9,11.109,1.53,10.09,1.535,0,0,0,0
FCR,50,2018-09-03 00:00:00,9.5,16.18,1.808,15.956,1.826,0,0,0,0
FCR,50,2018-09-10 00:00:00,0.1,0.473,0.027,0.126,0.004,0,0,0,0
FCR,50,2018-09-10 00:00:00,1.6,0.414,0.021,0.128,0.001,0,0,0,3
FCR,50,2018-09-10 00:00:00,3.8,0.74,0.462,0.198,0.415,0,0,0,0
FCR,50,2018-09-10 00:00:00,5,2.388,0.672,1.63,0.671,0,0,0,0
FCR,50,2018-09-10 00:00:00,6.2,4.516,1.289,1.277,1.265,0,0,0,0
FCR,50,2018-09-10 00:00:00,8,5.687,1.635,0.543,1.608,0,0,0,0
FCR,50,2018-09-10 00:00:00,9,5.8,1.625,0.559,1.604,0,0,0,0
FCR,50,2018-09-10 00:00:00,9.5,5.519,1.61,0.774,1.6,0,0,0,0
FCR,100,2018-07-09 00:00:00,0.1,0.095,0.016,0.015,0.003,0,0,0,0
FCR,50,2018-09-17 00:00:00,0.1,0.555,0.033,0.193,0.006,0,0,0,0
FCR,50,2018-09-17 00:00:00,1.6,0.25,0.006,,,0,0,1,1
FCR,50,2018-09-17 00:00:00,3.8,1.007,0.139,0.381,0.07,0,0,0,0
FCR,50,2018-09-17 00:00:00,5,1.596,0.78,0.668,0.753,0,0,0,0
FCR,50,2018-09-17 00:00:00,6.2,3.592,1.045,,,0,0,1,1
FCR,50,2018-09-17 00:00:00,8,8.792,1.374,7.879,1.324,0,0,0,0
FCR,50,2018-09-17 00:00:00,9,8.961,1.517,8.684,1.498,0,0,0,0
FCR,100,2018-07-16 00:00:00,0.1,0.096,0.018,0.016,0.005,0,0,0,0
FCR,50,2018-09-24 00:00:00,0.1,0.448,0.013,0.2,0.006,0,0,0,0
FCR,50,2018-09-24 00:00:00,1.6,0.432,0.012,0.221,0.005,0,0,0,0
FCR,50,2018-09-24 00:00:00,3.8,0.636,0.047,0.3,0.022,0,0,0,0
FCR,50,2018-09-24 00:00:00,5,2.223,0.675,1.949,0.741,0,0,0,0
FCR,50,2018-09-24 00:00:00,6.2,6.351,1.298,6.238,1.304,0,0,0,0
FCR,50,2018-09-24 00:00:00,8,12.191,1.455,12.113,1.436,0,0,0,0
FCR,50,2018-09-24 00:00:00,9,11.146,1.298,11.441,1.33,0,0,0,0
FCR,50,2018-09-24 00:00:00,9.5,20.827,1.56,20.661,1.562,0,0,0,0
FCR,50,2018-07-23 00:00:00,9.5,2.968,1.135,0.495,1.006,0,0,0,0
FCR,50,2018-10-01 00:00:00,0.1,0.607,0.026,0.343,0.013,0,0,0,0
FCR,50,2018-10-01 00:00:00,1.6,0.586,0.025,0.336,0.01,0,0,0,0
FCR,50,2018-10-01 00:00:00,3.8,0.996,0.189,0.323,0.133,0,0,0,0
FCR,50,2018-10-01 00:00:00,5,2.815,0.76,2.518,0.929,0,0,0,0
FCR,50,2018-10-01 00:00:00,6.2,7.47,1.212,6.516,1.152,0,0,0,0
FCR,50,2018-10-01 00:00:00,8,13.233,1.45,10.22,1.259,0,0,0,0
FCR,50,2018-10-01 00:00:00,9,16.756,1.43,15.925,1.417,0,0,0,0
FCR,50,2018-10-01 00:00:00,9.5,17.394,1.48,17.663,1.506,0,0,0,0
FCR,100,2018-07-30 00:00:00,0.1,0.156,0.033,0.018,0.006,0,0,0,0
FCR,50,2018-10-08 00:00:00,0.1,0.435,0.015,0.251,0.006,0,0,0,0
FCR,50,2018-10-08 00:00:00,1.6,0.531,0.016,0.275,0.008,0,0,0,0
FCR,50,2018-10-08 00:00:00,3.8,0.958,0.156,0.432,0.146,0,0,0,0
FCR,50,2018-10-08 00:00:00,5,4.562,0.965,3.34,0.959,0,0,0,0
FCR,50,2018-10-08 00:00:00,6.2,10.763,1.394,10.701,1.37,0,0,0,0
FCR,50,2018-10-08 00:00:00,8,17.488,1.617,17.525,1.625,0,0,0,0
FCR,50,2018-10-08 00:00:00,9,22.298,1.695,22.52,1.713,0,0,0,0
FCR,50,2018-10-08 00:00:00,9.5,42.382,2.29,41.61,2.278,0,0,0,0
FCR,100,2018-08-06 00:00:00,0.1,0.167,0.026,0.189,0.006,0,0,0,0
FCR,50,2018-10-15 00:00:00,0.1,1.178,0.106,0.53,0.043,0,0,0,0
FCR,50,2018-10-15 00:00:00,1.6,1.181,0.107,0.59,0.036,0,0,0,0
FCR,50,2018-10-15 00:00:00,3.8,1.414,0.148,0.586,0.057,0,0,0,0
FCR,50,2018-10-15 00:00:00,5,1.44,0.158,0.664,0.081,0,0,0,0
FCR,50,2018-10-15 00:00:00,6.2,3.909,0.662,0.949,0.585,0,0,0,0
FCR,50,2018-10-15 00:00:00,8,10.659,1.149,9.755,1.13,0,0,0,0
FCR,50,2018-10-15 00:00:00,9,22.198,1.763,22.89,1.798,0,0,0,0
FCR,50,2018-10-15 00:00:00,9.5,43.499,2.394,43.282,2.416,0,0,0,0
FCR,100,2018-08-13 00:00:00,0.1,0.146,0.026,0.019,0.004,0,0,0,0
FCR,50,2018-10-21 00:00:00,0.1,1.711,0.157,0.693,0.151,0,0,0,0
FCR,50,2018-10-21 00:00:00,5,1.847,0.164,0.685,0.141,0,0,0,0
FCR,50,2018-10-21 00:00:00,9,31.438,2.023,31.271,2.046,0,0,0,0
FCR,50,2018-10-22 00:00:00,0.1,1.916,0.169,0.696,0.147,0,0,0,0
FCR,50,2018-10-22 00:00:00,1.6,1.916,0.168,0.856,0.147,0,0,0,0
FCR,50,2018-10-22 00:00:00,3.8,1.935,0.168,0.809,0.147,0,0,0,0
FCR,50,2018-10-22 00:00:00,5,1.922,0.168,0.709,0.144,0,0,0,0
FCR,50,2018-10-22 00:00:00,6.2,2.483,0.208,0.928,0.173,0,0,0,0
FCR,50,2018-10-22 00:00:00,8,6.013,0.455,4.368,0.417,0,0,0,0
FCR,50,2018-10-22 00:00:00,9,30.762,1.999,28.756,1.951,0,0,0,0
FCR,50,2018-10-22 00:00:00,9.5,20.033,1.324,18.3,1.273,0,0,0,0
FCR,50,2018-08-27 00:00:00,9.8,28.965,2.544,28.391,2.524,0,0,0,0
FCR,50,2018-10-29 00:00:00,0.1,1.643,0.11,0.963,0.097,0,0,0,0
FCR,50,2018-10-29 00:00:00,1.6,1.629,0.108,0.931,0.094,0,0,0,0
FCR,50,2018-10-29 00:00:00,3.8,1.627,0.108,0.951,0.093,0,0,0,0
FCR,50,2018-10-29 00:00:00,5,1.615,0.107,1.055,0.093,0,0,0,0
FCR,50,2018-10-29 00:00:00,6.2,1.617,0.108,0.914,0.093,0,0,0,0
FCR,50,2018-10-29 00:00:00,8,1.609,0.107,0.974,0.092,0,0,0,0
FCR,50,2018-10-29 00:00:00,9,1.619,0.108,0.999,0.092,0,0,0,0
FCR,50,2018-10-29 00:00:00,9.5,1.683,0.111,1.058,0.095,0,0,0,0
FCR,100,2018-09-10 00:00:00,0.1,0.701,0.111,0.023,0.001,0,0,0,3
FCR,50,2028-07-23 00:00:00,0.1,0.653,0.028,0.412,0.004,0,0,0,0
FCR,50,2028-07-23 00:00:00,1.6,0.657,0.027,0.376,0.002,0,0,0,0
FCR,50,2028-07-23 00:00:00,3.8,0.389,0.049,0.057,0.021,0,0,0,0
FCR,50,2028-07-23 00:00:00,5,1.392,0.482,0.179,0.438,0,0,0,0
FCR,50,2028-07-23 00:00:00,6.2,2.778,1.081,0.626,0.957,0,0,0,0
FCR,50,2028-07-23 00:00:00,8,2.974,1.16,0.266,1.022,0,0,0,0
FCR,50,2028-07-23 00:00:00,9,3.012,1.175,0.285,1.038,0,0,0,0
FCR,100,2018-09-17 00:00:00,0.1,0.736,0.073,0.06,0.002,0,0,0,0
FCR,100,2018-09-24 00:00:00,0.1,0.277,0.027,0.031,0.002,0,0,0,0
FCR,100,2018-10-01 00:00:00,0.1,0.195,0.021,0.034,0.002,0,0,0,0
FCR,100,2018-10-08 00:00:00,0.1,0.392,0.054,0.026,0.002,0,0,0,0
FCR,100,2018-10-15 00:00:00,0.1,0.939,0.131,0.197,0.001,0,0,0,3
FCR,100,2018-10-22 00:00:00,0.1,0.569,0.03,0.201,0.002,0,0,0,0
FCR,100,2018-10-29 00:00:00,0.1,0.703,0.02,0.415,0.001,0,0,0,3
FCR,100,2018-07-23 00:00:00,0.1,,,0.049936,,1,1,0,1
